lemma,count
бугӏа-ролъ,6
букаризабизе,6
бурамчи,6
буржуй,6
буртинахьитал,6
бурятал,6
бусса-бутӏинабизе,6
бусса-бутӏине,6
бусса-сверизабизе,6
буссинабурай,6
бутӏа-ратӏа,6
бухаритахта,6
бухгалтерия,6
буххунах,6
бухъаро,6
вагонетка,6
вазипа,6
варагӏ,6
варакъ,6
васасулаб,6
васикӏо,6
ватакара,6
вахтиро,6
вахьи,6
вершок,6
вессарухъан,6
вехьлъи,6
вичаризе,6
военкомат,6
гажахараб,6
гажахинабизе,6
гажахине,6
гала,6
гамихъан,6
гандарияв,6
ганчӏахине,6
гара-чӏваризабизе,6
гахӏ,6
гвадизе,6
гвангъ-гвангъизабизе,6
гвандахине,6
гванзгӏала,6
гванзлъизе,6
гванчлъизе,6
гезма,6
гелдезе,6
гелдо,6
гелрачӏ,6
генераллъи,6
генетика,6
гереги,6
гилдизабизе,6
гилдизе,6
гимназист,6
гимнастка,6
гипотенуза,6
гира-ширизабизе,6
гира-ширизе,6
главк,6
глобус,6
гоз,6
гозохъан,6
голландиял,6
гочӏдаризе,6
градусник,6
гражданка,6
грузчик,6
гунащмагӏна,6
гургинхвалчен,6
гургуризе,6
гуренж,6
гуродай,6
гусар,6
гъадаво,6
гъадибусен,6
гъайихъ,6
гъалако,6
гъалакохӏинчӏ,6
гъалгъадизабизе,6
гъалгъадизе,6
гъалгъаял,6
гъаличу,6
гъалмагъираб,6
гъанизе,6
гъанкъул,6
гъанцӏдезе,6
гъанцӏизабизе,6
гъанчдезабизе,6
гъараваш,6
гъарзикълъизабизе,6
гъаризабизе,6
гъванилаб,6
гъвархьизабизе,6
гъвегъине,6
гъвел-гъведизе,6
гъени,6
гъир,6
гъобго,6
гъоркьангурде,6
гъоркьарукъ,6
гъоркьтӏам,6
гъорлъвосизе,6
гъула-тулараб,6
гъулач,6
гъунки,6
гъура-чухӏизе,6
гьавайин,6
гьаглъизабизе,6
гьалакӏач,6
гьанщезе,6
гьара-кӏачизе,6
гьара-рахьи,6
гьарай,6
гьаргва,6
гьартӏизе,6
гьарщизабизе,6
гьацӏучед,6
гьачдезаризе,6
гьедизабизе,6
гьекӏизабизе,6
гьелкезе,6
гьерсигъине,6
гьерсихъанлъи,6
гьетӏарухъан,6
гьикъи,6
гьимизабизе,6
гьитӏинкилищ,6
гьодрахараб,6
гьолох,6
гьуинккараб,6
гьулгӏизабизе,6
гьулгӏизе,6
гьулизаз,6
гьулчизабизе,6
гьунаргьечӏ,6
гьунизабизе,6
гьункьа-кӏучизабизе,6
гьункӏусида,6
гьура,6
гӏабатӏ,6
гӏагь,6
гӏагӏа,6
гӏад,6
гӏад-хочӏ,6
гӏадиллъи,6
гӏазабчи,6
гӏазизаб,6
гӏазухъахӏлъизе,6
гӏайибияб,6
гӏайибияй,6
гӏакъиллъизабизе,6
гӏаламалъизабизе,6
гӏалхуллъизабизе,6
гӏамалберцин,6
гӏамалкӏодолъизабизе,6
гӏамм,6
гӏанако,6
гӏангисхух,6
гӏанкабут,6
гӏантмахӏав,6
гӏантӏикӏа,6
гӏанчихъабахъ,6
гӏарцукълъизабизе,6
гӏарчӏтӏил,6
гӏасилъизабизе,6
гӏахьаллъизабизе,6
гӏачӏанкъвали,6
гӏеб,6
гӏедегӏахъдизабизе,6
гӏезаби,6
гӏек-гӏекун,6
гӏелечӏдизе,6
гӏемерцӏул,6
гӏентӏеро,6
гӏерчел,6
гӏерщ,6
гӏехьелаб,6
гӏи-цӏцӏани,6
гӏизраил,6
гӏинчӏизе,6
гӏисинлъимал,6
гӏисинцӏулакьо,6
гӏияхъан,6
гӏода-борчӏизе,6
гӏоди,6
гӏодорчӏей,6
гӏоко,6
гӏонкӏкӏозаз,6
гӏоргазабизе,6
гӏоржазабизе,6
гӏоржазе,6
гӏоркьилав,6
гӏорчо,6
гӏочӏокъине,6
гӏужихъан,6
гӏумру-яшав,6
гӏурусгӏанкӏу,6
гӏурччинккараб,6
гӏуцц,6
гӏучӏалтӏам,6
дагъан,6
дагӏбагъине,6
дагӏбадулав,6
дал,6
далдализабизе,6
дандеруссин,6
дандиял,6
дандхурхине,6
даниял,6
даргиял,6
дарманлъизе,6
даста,6
дахӏ,6
декабрист,6
деканат,6
декламация,6
дециметр,6
диалектика,6
диванхана,6
диверсант,6
диверсия,6
дият,6
догъо,6
додинабго,6
дойго,6
домкрат,6
дотация,6
драматург,6
дубликат,6
дугӏа-алхӏам,6
дудудизе,6
думалъго,6
дурлъизе,6
дуруслъизабизе,6
жагьандаманлъизе,6
жагьил,6
жагьилчи,6
жакки,6
жакъаго,6
жаннат,6
жарадат,6
жасуслъи,6
жегиги,6
жемардизе,6
жендезе,6
жигарчи,6
жий,6
жилла,6
жинкизе,6
жогь,6
жужахӏаб,6
жуз,6
загьрухине,6
загӏбитӏун,6
зазахараб,6
зазихьуй,6
замзам,6
занкӏан,6
заочница,6
зачетка,6
звеньевая,6
зенаб,6
зенитчик,6
зоолог,6
зудултӏегь,6
зухзазабизе,6
зухӏа,6
ивус,6
игизал,6
идеализм,6
идеалияб,6
икълим,6
илбисаб,6
илгьам,6
илхъичи,6
империя,6
импорт,6
имтихӏан,6
инарал,6
инвалидлъи,6
индонезияй,6
индусал,6
индустриалияб,6
инжитлъизабизе,6
инсанияб,6
инсулъуб,6
интеллигент,6
интеллигентаб,6
интервент,6
интервенция,6
интернационалист,6
инфаркт,6
иранал,6
исанасеб,6
исбагьилъи,6
исиблъуда,6
исламияб,6
испанияй,6
исрапчи,6
историкияб,6
историялъулаб,6
итог,6
ихтилатчи,6
иц,6
ицико,6
иццтӏа,6
ичӏабилеб,6
ичӏил,6
ичӏилаб,6
ичӏцӏул,6
июлалда,6
йоржарухъан,6
кабинеталъулаб,6
кагӏак,6
какизабизе,6
калпатгъецӏ,6
калуш,6
канлъукълъизабизе,6
кантӏизабизе,6
кантӏогьиллъизабизе,6
канцлер,6
канчӏбагӏарлъизабизе,6
канчӏгӏурччинлъизабизе,6
канчӏсурмалъизабизе,6
канчӏтӏогьиллъизе,6
канчӏхъахӏил,6
канчӏхъахӏиллъизабизе,6
канчӏцӏахӏиллъизабизе,6
капитанлъи,6
капурлъизабизе,6
карамель,6
карахинабизе,6
карж,6
карикатура,6
карикатурист,6
карикатурияб,6
квала-гъализе,6
квала-швализабизе,6
квализабизе,6
квана-гьекъезабизе,6
кванадухъан,6
кваникълъизабизе,6
кватӏи,6
квачӏахине,6
кващизабизе,6
квегӏай,6
квелъел,6
кветӏел,6
кеплъизабизе,6
керен-ракӏ,6
керч,6
кефир,6
кечезабизе,6
кечезе,6
кечӏ-бакъан,6
кибехунго,6
кикаб,6
килищгӏанаб,6
кирахӏакъ,6
кирачи,6
кирза,6
ккалазабизе,6
классика,6
клумба,6
колготка,6
коммерция,6
коммуна,6
коммунар,6
комсомолал,6
конкурент,6
консерватория,6
конституциялъулаб,6
контейнер,6
контрреволюционер,6
концлагерь,6
корт,6
косметика,6
коцокъ,6
крейсер,6
кубаялъулаб,6
кубическияб,6
кубометр,6
купец,6
курдал,6
курси,6
кусагӏака,6
кутнахъан,6
куц-бегӏ,6
къабза,6
къайи-свери,6
къамартӏго,6
къамус,6
къанал,6
къанщ-къанщизаризе,6
къанщ-къанщизе,6
къапу,6
къарар,6
къасаб,6
къаси-къаси,6
къасимехалъ,6
къахӏазабизе,6
къацандизабизе,6
къвагъ,6
къвалалгьечӏ,6
къваригӏелгьечӏеб,6
къватӏибчӏвазе,6
къентел,6
къерен,6
къеркьезабизе,6
къерхӏав,6
къерхӏизе,6
къехӏо,6
къечезабизе,6
къиматалда,6
къир-къири,6
къогояв,6
къокъинабизе,6
къорола,6
къочизабизе,6
къуба,6
къулагӏузу,6
къунцӏа-кӏутӏизе,6
къутӏкъутӏ,6
кьалха-риххизаризе,6
кьанагъдизе,6
кьаралъизабизе,6
кьвара-гъаризабизе,6
кьватӏ-кьватӏизабизе,6
кьергъвазабизе,6
кьерилай,6
кьерханкъо,6
кьинчӏ,6
кьогӏлъизабизе,6
кьурунжо,6
кьучӏтӏамизе,6
кӏабатӏ,6
кӏада,6
кӏал-кӏалачӏван,6
кӏалбахине,6
кӏалквешаб,6
кӏалухьин,6
кӏалхвезе,6
кӏама,6
кӏач,6
кӏварч,6
кӏвахӏаллъизабизе,6
кӏвекӏа-швешизе,6
кӏвекӏаризе,6
кӏерезе,6
кӏерт,6
кӏи-кӏирекъезабизе,6
кӏи-кӏирекъезе,6
кӏикъотӏизе,6
кӏинусиялда,6
кӏитӏанкӏ,6
кӏкӏвелизабизе,6
кӏкӏубаб,6
кӏкӏуйкӏачинабизе,6
кӏкӏуйкӏачине,6
кӏоноркӏо,6
кӏохӏаллъизабизе,6
кӏудаэмен,6
кӏус-кӏусизе,6
кӏут-кӏутӏизе,6
кӏущ,6
лабораторияб,6
лакал,6
ламартлъизе,6
латвиял,6
латин,6
лахӏбецӏлъизе,6
лахӏим,6
лингвистика,6
литваялъулал,6
литературовед,6
лолен,6
лугъат,6
лумалъизабизе,6
лумияб,6
лъаббох,6
лъабгъат,6
лъагӏизе,6
лъадакълъизабизе,6
лъадахъине,6
лъалкӏачине,6
лъедерлъизабизе,6
лъелъерлъизабизе,6
лъехезе,6
лъикӏа-лъикӏаб,6
лъимхӏалаб,6
лъинчӏир,6
лъукъел,6
мавзолей,6
магжилав,6
магьди,6
магӏарулав,6
магӏаруллъи,6
магӏихине,6
магӏлагъине,6
магӏнавияб,6
магӏникъаб,6
маж,6
маза,6
мазгазабизе,6
маймахъ,6
маймахълъизе,6
макир,6
маккашарип,6
маклер,6
макъари,6
макъархъабахъ,6
макънагъине,6
макьихинабизе,6
малълъ,6
малълъа-хъвазе,6
малълъарухъан,6
малълъухъан,6
манзилхалалъи,6
манифест,6
марказ,6
маркӏачӏукак,6
масакӏ,6
маслахӏатчи,6
матахӏ,6
махлукъат,6
махорка,6
махсарадего,6
маххало,6
махӏбахъинабизе,6
махӏбачинабизе,6
махӏла,6
махӏрумаб,6
махӏтӏачинабизе,6
мачӏалтӏимугъ,6
мачӏбил,6
машгьур,6
медаль-килас,6
мельхиор,6
мензурка,6
местком,6
методикияб,6
мехтизабизе,6
мигь,6
мигӏдизе,6
миккирохь,6
микьил,6
микьнусго,6
милитаризм,6
миллионер,6
мимидиро,6
миндаль,6
миндар,6
мичӏилъхинкӏ,6
мичӏирохь,6
молдаванал,6
монтёр,6
мочохур,6
моччлогохӏ,6
мугжул,6
мугъало,6
мугьахараб,6
мукъадасаб,6
мутӏигӏлъи,6
мутӏигӏлъизабизе,6
мухъахине,6
мухьдахъан,6
мушавара,6
наборщица,6
нагагь-надир,6
наган,6
надзиратель,6
нажасаб,6
назир,6
найибакӏ,6
найирукъ,6
накъирачи,6
накълулъизе,6
намуслъизабизе,6
нани,6
нартикъали,6
нартимахӏ,6
насир,6
насранияв,6
нахъсверизабизе,6
нахътӏамизабизе,6
нахъчӏезабизе,6
нащ,6
негр,6
неграв,6
негуш,6
неда-гъедизабизе,6
недегьлъизабизе,6
нежехӏаб,6
неон,6
нечезабизе,6
нилъер,6
ничбахъ,6
новатор,6
новелла,6
нокаут,6
нужумчи,6
нусиреч,6
нухмалъухъан,6
обкатчик,6
областалъулаб,6
обойма,6
обор,6
обсерватория,6
обскурант,6
объём,6
огьо-гьой,6
ода,6
океанолог,6
оккупант,6
октава,6
октябралъулаб,6
октябрёнок,6
окулист,6
онколог,6
оптик,6
ординатор,6
ориенталист,6
ориентир,6
орнитолог,6
ортодокс,6
осётр,6
отбой,6
отвёртка,6
отличница,6
отоларинголог,6
оттиск,6
пагьизе,6
пагьим,6
пагьла,6
пазилат,6
палас,6
палеограф,6
палеонтолог,6
памфлетист,6
пандуз,6
папа,6
папуасал,6
параллелограмм,6
параноик,6
парашютист,6
паргьанг,6
парз,6
парзлъизе,6
парик,6
пародия,6
партер,6
парторганизация,6
парччо,6
паслу,6
пастеризация,6
патриот,6
патриотлъи,6
пахъухъ,6
пацифист,6
пашманлъизабизе,6
педучилище,6
пейзаж,6
пейзажист,6
пеня,6
перело,6
перпендикуляр,6
перрон,6
пессимист,6
петит,6
пианист,6
пижама,6
пикет,6
пилта,6
пинцет,6
пиргӏан,6
писаб,6
пистон,6
плагиатор,6
планетарий,6
плантатор,6
пленарияб,6
поднос,6
полиглот,6
полиграфиялъулаб,6
политотдел,6
полушарие,6
поляк,6
помада,6
портретист,6
прапорщик,6
премьер,6
премьера,6
пресс-конференция,6
пресс-центр,6
префикс,6
пригород,6
примыкание,6
принципиалияб,6
приют,6
приёмщик,6
пробирка,6
проводница,6
прогноз,6
продмаг,6
проектияб,6
прожекторист,6
прокламация,6
просветитель,6
профилакторий,6
проценталъулаб,6
псевдоним,6
психология,6
психологиялъулаб,6
публицистика,6
пуй-чӏвай,6
пулан,6
пульт,6
пурцигӏер,6
пурцимахх,6
пухъна,6
рагьтӏателлъи,6
рагӏухъан,6
радий,6
радикалияб,6
радикулит,6
радиовещание,6
рази-ракияб,6
разилъизабизе,6
райвоенком,6
райисполком,6
райцентр,6
ракетаялъулаб,6
ракъдаллъизабизе,6
ракъи-къеч,6
ракъикквезабизе,6
ракь-мухъ,6
ракӏбагъаризабизе,6
ракӏбазабизе,6
ракӏбасинабизе,6
ракӏбахиллъизабизе,6
ракӏбечӏазабизе,6
ракӏкъазабизе,6
ракӏсвинабизе,6
ракӏхвезабизе,6
ракӏхехлъизабизе,6
ракӏхӏалакинабизе,6
ракӏчучизабизе,6
ралъдалкету,6
рамазан,6
рапира,6
расандухъан,6
расачи,6
ратификация,6
рахъ-мухъ,6
рахъухъирщ,6
рахьдал,6
рационализация,6
реваншистазулаб,6
ревлюционер,6
ревматизм,6
регулятор,6
регъезабизе,6
регьинабизе,6
редукция,6
рейтузал,6
рекӏекълъизабизе,6
релъедакунчӏ,6
рента,6
реплика,6
реставратор,6
ретранслятор,6
ретӏин,6
референдум,6
рецӏцӏел,6
реччалъ,6
речӏчӏа-рехизе,6
риваят,6
рижибакъвад,6
рижисур,6
ринг,6
рихинабизе,6
рихьахараб,6
рицӏцӏ,6
рицӏцӏирохь,6
рияъ,6
рокьумахх,6
ролълъи,6
романс,6
романтизм,6
ромб,6
росуцояв,6
роцукӏаркьен,6
роччаризе,6
ругънатӏамах,6
ругънахине,6
румын,6
румынал,6
рухьад,6
рухӏ-жан,6
рухӏдакълъизабизе,6
рухӏдаллъизабизе,6
руцӏцӏалалго,6
ручниб,6
рущтӏиб,6
сакъис,6
самбист,6
самодержавие,6
сандалал,6
санитария,6
сансикъ,6
санэпидстанция,6
сарапан,6
саргъас,6
сарсахъ,6
саскъотӏи,6
сатин,6
сах-саламалъи,6
сахлъи-саламалъи,6
сахӏиб,6
сберкнижка,6
сверунлъугьине,6
севрюга,6
сейсмикияб,6
селекционер,6
сепаратист,6
сервиз,6
сертификат,6
сибил,6
сибтӏ,6
сигнализация,6
сигналчи,6
сима,6
символика,6
синкъиялда,6
синонимия,6
синтезияб,6
синтетикияб,6
сираж,6
сирена,6
сиясат,6
сиясияб,6
скандинавал,6
сквер,6
слесарьлъи,6
словник,6
солдатчакма,6
солистка,6
сологӏучӏ,6
сонсо,6
сонтӏохъан,6
соратник,6
сорталъулаб,6
социолог,6
спидометр,6
спираль,6
спортклуб,6
стартер,6
статистикияб,6
стационарияб,6
стилист,6
стратосфера,6
стюардесса,6
сундус,6
суннатаб,6
суркӏачӏикӏ,6
суртӏинкилищ,6
сусур,6
сухъмахънух,6
сценарист,6
сюита,6
табельщица,6
тазият,6
тайичу,6
тайлан,6
тактикияб,6
такъсираб,6
талихӏкъараб,6
талихӏкъинабизе,6
талихӏкъосинабизе,6
талма,6
таманаб,6
танказулаб,6
танкел,6
тантикълъизабизе,6
тапсир,6
таптар,6
тарихчи,6
тархъанаб,6
татал,6
татар,6
телеоператор,6
телепередача,6
телефонистка,6
теоретик,6
терминология,6
терхезабизе,6
технологияб,6
тимар,6
тире,6
тирха-кӏичизабизе,6
тождество,6
топограф,6
трактат,6
тракторист,6
тригонометрия,6
триллион,6
трилогия,6
трюм,6
тубдиспансер,6
тувадахъ,6
тувинал,6
тулпар,6
тундра,6
тунка-гӏусизабизе,6
турхьан,6
тухум-кьибил,6
тӏабакӏхӏерчч,6
тӏабутӏинабизе,6
тӏадбигъине,6
тӏадегуризабизе,6
тӏадегӏанлъизабизе,6
тӏадеккезабизе,6
тӏадекӏкӏвазе,6
тӏадеразаризе,6
тӏадеруссинаризе,6
тӏадеялъул,6
тӏадтиризабизе,6
тӏадчӏел,6
тӏаралъи,6
тӏарцӏ,6
тӏаса-масаголъи,6
тӏасагьури,6
тӏасаквер,6
тӏасалъугьинабизе,6
тӏасанретӏел,6
тӏатӏан,6
тӏвапан,6
тӏегь-хер,6
тӏетӏели,6
тӏехӏнису,6
тӏикъвамагӏ,6
тӏинчӏаб,6
тӏинчӏхӏелеко,6
тӏогьилккараб,6
тӏогьилкьераб,6
тӏогьолкъвачӏа,6
тӏокъ,6
тӏончӏорукъ,6
тӏоритӏел,6
тӏочӏвай,6
тӏунцаб,6
тӏуркӏизабизе,6
тӏутӏлъизабизе,6
углевод,6
уголовник,6
угьарухъан,6
удаман,6
удмурт,6
узданлъизабизе,6
узден,6
узденг,6
узурпатор,6
указка,6
укол,6
улка-ракь,6
универсал,6
ургъалаби,6
урду,6
урхъизабизе,6
усилитель,6
ухълъизабизе,6
ухълъизе,6
ухӏизе,6
уцуми,6
учётчик,6
фабула,6
фаталист,6
федералияб,6
физзарядка,6
физик,6
физиотерапевт,6
филателист,6
флотилия,6
фойе,6
фольклорист,6
фонетика,6
фонетист,6
формуляр,6
фортепьяно,6
форточка,6
фотоконкурс,6
фотокопия,6
фоторепортёр,6
фразеологияб,6
фракционер,6
фтизиатр,6
фуфайка,6
хабар-кӏал,6
хагазабизе,6
хадубккун,6
хадугъезабизе,6
хадуккезе,6
хаин,6
хайрат,6
хайраткилищ,6
хакасал,6
хала-чӏалалъизе,6
халабакӏ,6
хам,6
ханзайин,6
ханум,6
хараби,6
харал,6
харатӏчи,6
харзин,6
хаслъул,6
хатишдизе,6
хахдезабизе,6
хачадизе,6
хванча,6
хваш-хваши,6
хвезаби,6
хвел-рахъин,6
херлъизабизе,6
хисизаби,6
хич-хичизабизе,6
холл,6
хомелег,6
хорватал,6
хорда,6
храм,6
хрестоматия,6
хубуч,6
хурдахӏелеко,6
хурукъаб,6
хурхаризе,6
хутӏма,6
ххвелчи,6
хъабанболъон,6
хъагӏизабизе,6
хъазанхъаг,6
хъалахъ,6
хъалиянчи,6
хъантӏизабизе,6
хъаркӏаслъизабизе,6
хъасдо,6
хъатун,6
хъахӏиллъизабизе,6
хъащкьизабизе,6
хъвапан,6
хъегӏдизабизе,6
хъегӏизабизе,6
хъепхӏизабизе,6
хъерело,6
хъетизабизе,6
хъизан-кулпат,6
хъизан-рукъ,6
хъилич,6
хъитӏ-хъитӏизе,6
хъитӏизабизе,6
хъорщотӏакӏанцӏ,6
хъукизе,6
хъулухъ-иш,6
хъумус,6
хъутмаччугӏа,6
хъухӏудизабизе,6
хьачӏунлъизабизе,6
хьвагӏезаби,6
хьецӏел,6
хьибилса,6
хьимизабизе,6
хьодулаб,6
хьулаб,6
хьулхьудухъан,6
хьуцӏахинабизе,6
хьуцӏихер,6
хӏаварияб,6
хӏадарухъан,6
хӏажигоро,6
хӏажилакълакъ,6
хӏалакахъдизе,6
хӏалакъккараб,6
хӏалигъинабизе,6
хӏаликълъизабизе,6
хӏалихьалъизабизе,6
хӏалрекъезе,6
хӏалхъублъи,6
хӏамабагьадурлъи,6
хӏаманакӏкӏигъветӏ,6
хӏамилгьоко,6
хӏамиллъизе,6
хӏанку,6
хӏанчӏизабизе,6
хӏапиз,6
хӏарамаб,6
хӏарамлъизабизе,6
хӏарщул,6
хӏасралъизабизе,6
хӏатӏихьин,6
хӏелхӏелдухъан,6
хӏелхӏелчи,6
хӏенкезе,6
хӏикмат,6
хӏисабкьей,6
хӏужат,6
хӏужра,6
хӏур-кӏуч,6
хӏухьлахине,6
цакъ,6
цалхине,6
цевечи,6
цензор,6
цензура,6
центнер,6
цивилизация,6
цо-кӏиго,6
цоцӏул,6
цунагӏал,6
цӏазабизе,6
цӏала-къали,6
цӏалач,6
цӏализабизе,6
цӏамгӏаллъизабизе,6
цӏар-цӏарккун,6
цӏаргӏахьал,6
цӏахӏиллъизабизе,6
цӏидбацӏцӏине,6
цӏикӏкӏа-рикӏкӏинабизе,6
цӏикӏкӏин,6
цӏил,6
цӏицӏидизабизе,6
цӏогьоркету,6
цӏорозаби,6
цӏохъахӏлъизе,6
цӏумагъеду,6
цӏурдул,6
чайдан,6
чайка,6
чакмачи,6
чакъал,6
чалухъ,6
чанахъанлъи,6
чанчахинабизе,6
чапизабизе,6
чар,6
чахьал,6
чачанав,6
чвархъи,6
чемпионка,6
чехьквеш,6
чинаригъветӏ,6
чиякъаб,6
чиякълъизабизе,6
чиярлъизабизе,6
чобочараб,6
чункъизабизе,6
чурул,6
чурхъизабизе,6
чучазабизе,6
чучи,6
ччорбал,6
ччулччудизабизе,6
ччути,6
чӏабтӏи,6
чӏами,6
чӏамчӏам,6
чӏандачи,6
чӏанкьаб,6
чӏанчӏур,6
чӏарадухъан,6
чӏарахъанлъи,6
чӏвагӏадизе,6
чӏвагӏазе,6
чӏвар-чӏвадизе,6
чӏвархан,6
чӏверизабизе,6
чӏегӏергъедо,6
чӏегӏеркӏкӏубаб,6
чӏегӏерхӏайван,6
чӏигъа,6
чӏиникӏ,6
чӏинкъизабизе,6
чӏинкьа-гӏинкьизабизе,6
чӏинкьа-гӏинкьизе,6
чӏинкӏил,6
чӏирчӏидиро,6
чӏобозе,6
чӏорборохь,6
чӏортобахъ,6
чӏукӏначилъи,6
чӏурхӏа-кӏутӏизе,6
чӏухӏа-къули,6
чӏухӏаб,6
чӏухӏтӏи,6
чӏучӏу,6
чӏчӏичӏчӏи,6
шайтӏанаб,6
шайтӏангьури,6
шайтӏанчирахъ,6
шамхал,6
шапагӏат,6
шаргӏ,6
шарж,6
шахтёр,6
шевиот,6
шеф,6
шималияб,6
шовинизм,6
шотландиял,6
шпаргалка,6
шпионлъи,6
штурвал,6
шуршудизабизе,6
щакърахинабизе,6
щалдай,6
щвай,6
щванкӏизе,6
щенкӏезе,6
щивха,6
щинкӏи,6
щинкӏизабизе,6
щовукъаб,6
щубокӏонаб,6
щука,6
эбелдахъачи,6
эвго,6
экономия,6
экскурсант,6
экспертияб,6
элегия,6
электричка,6
электромеханика,6
электромонтёр,6
электротехника,6
эмблема,6
эмигрант,6
энергетика,6
энциклопедияб,6
эрмениял,6
эскимосал,6
эстетикияб,6
этнограф,6
этнография,6
эхебемухъ,6
эщтӏезе,6
ю,6
юнкер,6
юргъизабизе,6
юхъарухъан,6
ягъзият,6
ялгъав,6
японияй,6
ятимлъизабизе,6
ячейка,6
Ибнухӏажар,5
Инжил,5
абали,5
аббревиатура,5
абитуриент,5
аборт,5
абунчи,5
абхазал,5
авал-ахир,5
авали,5
авараглъи,5
авгияли,5
авиабаза,5
авиадесант,5
авиапочта,5
авлахъалъулаб,5
австриял,5
автомеханик,5
автономия,5
автостанция,5
агитколлектив,5
агитпункт,5
агъ,5
агьлу-хъизан,5
агӏ,5
адабалда,5
адабиятчи,5
адвокатлъи,5
адмираллъи,5
адресазулаб,5
азаралда,5
азаркьераб,5
азимут,5
азнавур,5
айтув,5
академикияб,5
аквариум,5
аккредитив,5
акушерка,5
албанияй,5
алжирал,5
алкоголик,5
аллегория,5
алоэ,5
алтаяй,5
алтаял,5
алфазал,5
альпинистазулаб,5
альпинистка,5
амбразура,5
американав,5
америкаялъулаб,5
аммонал,5
амруяб,5
ангина,5
андархьа,5
анибехъа,5
анищчи,5
анкьтӏалаяб,5
анкьумумул,5
анкьчияр,5
анлънусго,5
анлътӏалаяб,5
антология,5
антоним,5
анцӏазаралда,5
анцӏцӏул,5
апанди,5
апараглъи,5
арбабаш,5
арбитр,5
ариш,5
армутгени,5
артиллерист,5
археология,5
архъан,5
ас-къо,5
асаргӏанасеб,5
асатӏинал,5
аслу-тухум,5
ассистентка,5
ассистентлъи,5
африкаялъулаб,5
аха-тӏарада,5
аххун,5
ахъсахъ,5
ахӏдезабизе,5
ачихъ,5
ашлав,5
бавасур,5
багъа-бакаризабизе,5
багьадураб,5
багӏармесед,5
багӏаро,5
багӏарчараб,5
багӏач,5
бади-кӏалдиса,5
бадиса-бадибе,5
бажа,5
базалай,5
бай-хъвай,5
бакка-бахъи,5
бакъани-маркӏачӏуда,5
бакъва-кӏасараб,5
бакънагъине,5
бакъхӏазе,5
бакӏу,5
балаб,5
балагьи,5
балагьутӏа,5
банкир,5
баня,5
бартун,5
барщаризабизе,5
басраяб,5
батрачка,5
бахчадулаб,5
бахчачилъи,5
бахъаризабизе,5
бахьинхьоп,5
бахьинцӏибил,5
бахӏарго,5
бахӏарчиго,5
бацӏикӏал,5
бацӏитӏагъур,5
башлихъулав,5
баянрагӏи,5
бегьо,5
бегӏергӏучӏ,5
белорусал,5
белъанхъизабизе,5
бельэтаж,5
бергъу,5
берданка,5
берич,5
бетӏер-магъ,5
бетӏер-мегеж,5
бетӏергьанчӏужу,5
бетӏеркъай,5
бетӏеркъотӏ,5
бетӏеркӏодо,5
бехизе,5
бецц,5
беццабакь,5
беццарухъан,5
беццук,5
бецӏсурмияб,5
биаранах,5
библиография,5
бигъа-битинабизе,5
бидахине,5
бидгӏа,5
бидукъаб,5
бижагъ,5
бизимагӏакӏ,5
билълъинабизе,5
бисмила,5
битӏунречӏчӏ,5
бихх-биххизабизе,5
бихъизабизе,5
бихьизаби,5
бихьинмахӏаб,5
бихьинчиясулаб,5
бицардизабизе,5
бичаризе,5
биччараб,5
бишхи,5
божуда,5
бокьухъин,5
бокӏнахабизе,5
бокӏнахараб,5
болозанлъи,5
болъахараб,5
болъо-къоно,5
большевизм,5
большевичка,5
боржанхъизабизе,5
борлъи,5
борт-бортизабизе,5
борчӏаризабизе,5
бохӏине,5
боцӏи-панз,5
бу,5
бубуй,5
бугъалъи,5
бугӏатӏам,5
букӏдул,5
бунахӏ,5
буравмагӏ,5
буракъ,5
бурбудизабизе,5
бурди-тӏил,5
бурж,5
бурогъил,5
буртинадулав,5
бутӏадулав,5
бухарирахъ,5
буххаро,5
бухъа-хъвазе,5
бухӏаризабизе,5
бухӏи-цӏорой,5
буцӏ,5
буямушаб,5
бюрократлъи,5
вагӏзачи,5
вакъигӏат,5
вакъунчи,5
валилъи,5
вараничи,5
вархӏа,5
варшавпахь,5
васав,5
васандухъан,5
васи,5
ватерпас,5
вахӏшиго,5
вац-яц,5
вацлъиялъулаб,5
велосипедистка,5
вергол,5
верс,5
ветӏарухъан,5
вецарухъан,5
викъарухъан,5
вири-вара,5
висру,5
вождь,5
вортухъан,5
вохьарухъан,5
вукъарухъан,5
вьетнамал,5
га,5
габанигӏучӏ,5
габур-бетӏер,5
гавань,5
гажи,5
гала-чӏвализе,5
галарахас,5
галгъен,5
галипа,5
гамачӏхӏалаб,5
ганщибокь,5
гапчи,5
гаргас,5
гауптвахта,5
гахӏма,5
гванзу-,5
гванзуч,5
гванчаб,5
гваргин,5
гваризе,5
гвендккел,5
гезмадулав,5
гектолитр,5
гемер,5
генералиссимус,5
генугӏоркь,5
гербарий,5
гестапоялъулав,5
гиди-гиди,5
гилдач,5
гимназистка,5
гимнастёрка,5
гиргидиро,5
гобой,5
гозогӏоркь,5
гольфал,5
гомогккел,5
гонглозе,5
горилла,5
готовальня,5
гохӏахине,5
гочӏдаризабизе,5
губернатор,5
гугари,5
гуда,5
гудрал,5
гудучӏ,5
гуляш,5
гунгунцӏа,5
гуннал,5
гурда,5
